xyz_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,ClickThroughRate,ConversionRate,CostPerClick,CostPerConversion,Conversion_Value,ROAS,CostPerMille,RevenuePerMille,isFree,Free
campaign_c,3.0,2,65,145398,23,36.24000025,1,0,0.015818649499993124,0.0,1.5756521847826088,0.0,0,0.0,0.24924689644974485,0.0,0,Paid
campaign_c,3.0,2,65,296413,50,76.43999958,3,1,0.01686835597628984,0.3333333333333333,1.5287999916000001,76.43999958,100,1.3082156011178774,0.2578834247485772,0.3373671195257968,0,Paid
campaign_c,3.0,2,2,9370,0,0.0,1,1,0.0,1.0,0.0,0.0,100,0.0,0.0,10.672358591248667,1,Free
campaign_c,3.0,2,2,63785,7,11.80000019,6,2,0.010974367014188288,0.3333333333333333,1.685714312857143,5.900000095,200,16.9491522694628,0.18499647550364506,3.1355334326252255,0,Paid
campaign_c,3.0,2,2,118522,14,26.81999981,2,1,0.011812153018005096,0.5,1.915714272142857,26.81999981,100,3.7285608019547563,0.22628710121327683,0.8437252155717926,0,Paid
campaign_c,3.0,2,2,240123,38,65.67000115,5,4,0.015825222906593703,0.8,1.728157925,16.4175002875,400,6.091061260777821,0.27348484380921445,1.6658129375361794,0,Paid
campaign_c,3.0,2,7,169108,20,32.24000025,2,1,0.011826761596139745,0.5,1.6120000125,32.24000025,100,3.101736948652784,0.1906473984081179,0.5913380798069873,0,Paid
campaign_c,3.0,2,7,1044442,142,245.5999999,22,8,0.013595776500753514,0.36363636363636365,1.729577464084507,30.6999999875,800,3.257328991554287,0.23514948642432995,0.7659592394790711,0,Paid
campaign_c,3.0,2,7,93891,11,17.6400001,5,3,0.011715712901130035,0.6,1.6036363727272729,5.880000033333334,300,17.006802624677988,0.18787743340682284,3.195194427580918,0,Paid
campaign_c,3.0,2,7,185823,25,38.54999936,4,1,0.013453662894259592,0.25,1.5419999744000001,38.54999936,100,2.5940337655040624,0.2074554783853452,0.5381465157703836,0,Paid
campaign_c,3.0,2,66,175631,23,40.75999951,1,0,0.013095638013790276,0.0,1.7721738917391305,0.0,0,0.0,0.2320774778370561,0.0,0,Paid
campaign_c,3.0,2,66,37187,4,6.370000005,1,0,0.010756447145507839,0.0,1.59250000125,0.0,0,0.0,0.1712964209266679,0.0,0,Paid
campaign_c,3.0,2,66,10991,0,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,Free
campaign_c,3.0,2,66,344618,51,89.76000047,3,1,0.014798994829057102,0.3333333333333333,1.7600000092156862,89.76000047,100,1.114081990601398,0.26046231035523393,0.290176369197198,0,Paid
campaign_c,3.5,2,10,98066,9,16.1500001,1,0,0.009177492708991904,0.0,1.7944444555555554,0.0,0,0.0,0.16468500907552056,0.0,0,Paid
campaign_c,3.5,2,10,770749,100,189.1299984,13,3,0.01297439244163794,0.23076923076923078,1.891299984,63.0433328,300,1.5862105564317501,0.24538468217279555,0.3892317732491382,0,Paid
campaign_c,3.5,2,10,52553,5,8.529999852,1,0,0.009514204707628489,0.0,1.7059999704,0.0,0,0.0,0.16231232949593744,0.0,0,Paid
campaign_c,3.5,2,10,362296,39,67.77000129,7,3,0.01076467860533928,0.42857142857142855,1.7376923407692306,22.59000043,300,4.426737410203759,0.18705699563340472,0.8280522004107139,0,Paid
campaign_c,3.5,2,10,427729,50,96.8999989,4,1,0.011689644611424523,0.25,1.937999978,96.8999989,100,1.0319917557811242,0.22654530999768546,0.23379289222849048,0,Paid
campaign_c,3.5,2,15,180351,21,37.13000011,1,1,0.011643960942828152,1.0,1.7680952433333332,37.13000011,100,2.693239959702225,0.20587631956573568,0.5544743306108644,0,Paid
campaign_c,3.5,2,15,187329,29,53.15999961,2,1,0.015480785142716825,0.5,1.8331034348275863,53.15999961,100,1.8811136330630984,0.28377880418942075,0.5338201773350629,0,Paid
campaign_c,3.5,2,15,782894,118,192.9299995,5,2,0.015072283093241231,0.4,1.634999995762712,96.46499975,200,1.0366454181222344,0.24643182793583807,0.2554624253091734,0,Paid
campaign_c,3.5,2,16,1206533,128,236.1199988,17,6,0.010608909992515746,0.35294117647058826,1.844687490625,39.35333313333333,600,2.541080819283826,0.19570123552360358,0.49729265589917554,0,Paid
campaign_c,3.5,2,16,84494,7,12.57000017,2,0,0.008284611925107108,0.0,1.79571431,0.0,0,0.0,0.14876796186711483,0.0,0,Paid
campaign_c,3.5,2,16,94257,7,12.5800004,1,1,0.007426504132319085,1.0,1.7971429142857143,12.5800004,100,7.949125343430037,0.13346489279310822,1.0609291617598693,0,Paid
campaign_c,3.5,2,18,131060,16,28.04999959,2,1,0.01220814893941706,0.5,1.753124974375,28.04999959,100,3.5650624407014475,0.21402410796581717,0.7630093087135662,0,Paid
campaign_c,3.5,2,18,341603,50,83.48000121,4,2,0.01463687379794674,0.5,1.6696000242,41.740000605,200,2.395783386453068,0.2443772484726422,0.5854749519178696,0,Paid
campaign_c,3.5,2,18,140749,19,30.4799999,1,1,0.01349920780964696,1.0,1.6042105210526316,30.4799999,100,3.280839905777034,0.21655571194111503,0.7104846215603664,0,Paid
campaign_c,3.5,2,18,102525,13,20.29999983,2,1,0.012679834186783711,0.5,1.5615384484615384,20.29999983,100,4.926108415637361,0.1980004860277981,0.975371860521824,0,Paid
campaign_c,3.5,2,19,447952,68,131.5799983,8,1,0.015180197878344109,0.125,1.934999975,131.5799983,100,0.7599939298676827,0.29373682515090904,0.2232382040932957,0,Paid
campaign_c,3.5,2,19,76355,9,14.62999988,2,0,0.011787047344640167,0.0,1.625555542222222,0.0,0,0.0,0.19160500137515551,0.0,0,Paid
campaign_c,3.5,2,20,256598,38,64.46999931,6,1,0.014809156735438311,0.16666666666666666,1.6965789292105264,64.46999931,100,1.5511090595667014,0.2512490327672079,0.38971465093258717,0,Paid
campaign_c,3.5,2,20,127476,21,30.15000057,3,2,0.0164736891650193,0.6666666666666666,1.4357143128571428,15.075000285,200,6.633499045403169,0.2365151131977784,1.5689227776208856,0,Paid
campaign_c,3.5,2,20,237603,37,62.25000024,5,2,0.015572193953780044,0.4,1.682432438918919,31.12500012,200,3.212851393235593,0.26199164252976603,0.8417402137178402,0,Paid
campaign_c,3.5,2,21,271091,42,78.03999984,3,1,0.015492952550988414,0.3333333333333333,1.8580952342857142,78.03999984,100,1.2813941594697984,0.2878738130000627,0.3688798226425813,0,Paid
campaign_c,3.5,2,21,21743,2,3.400000095,1,0,0.009198362691440923,0.0,1.7000000475,0.0,0,0.0,0.15637217012371799,0.0,0,Paid
campaign_c,3.5,2,22,88970,10,14.8300004,2,0,0.011239743733842868,0.0,1.4830000399999999,0.0,0,0.0,0.1666854040687872,0.0,0,Paid
campaign_c,3.5,2,22,108362,13,22.42999983,1,1,0.01199682545541795,1.0,1.7253846023076922,22.42999983,100,4.4583147908120155,0.20699137917351101,0.9228327273398423,0,Paid
campaign_c,3.5,2,22,188596,27,44.14000034,3,0,0.014316316358777491,0.0,1.6348148274074075,0.0,0,0.0,0.23404526257184669,0.0,0,Paid
campaign_c,3.5,2,22,275080,43,69.65999997,4,3,0.01563181619892395,0.75,1.6199999993023255,23.21999999,300,4.306632215463666,0.2532354223135088,1.0905918278319033,0,Paid
campaign_c,3.5,2,23,64647,10,16.26999998,1,0,0.015468621900474887,0.0,1.626999998,0.0,0,0.0,0.251674478011354,0.0,0,Paid
campaign_c,3.5,2,23,31265,4,5.789999902,1,0,0.012793858947705102,0.0,1.4474999755,0.0,0,0.0,0.1851911051335359,0.0,0,Paid
campaign_c,3.5,2,23,140147,24,42.08000016,2,0,0.017124876023032958,0.0,1.75333334,0.0,0,0.0,0.3002561607455029,0.0,0,Paid
campaign_c,3.5,2,23,223120,40,67.66999984,1,0,0.017927572606669058,0.0,1.691749996,0.0,0,0.0,0.30328970885622086,0.0,0,Paid
campaign_c,3.5,2,23,104869,18,34.07000089,1,0,0.017164271615062603,0.0,1.8927778272222224,0.0,0,0.0,0.3248815273341026,0.0,0,Paid
campaign_c,3.5,2,24,165177,23,41.71999967,4,1,0.013924456794832209,0.25,1.8139130291304348,41.71999967,100,2.3969319460927023,0.2525775360370996,0.6054111649927048,0,Paid
campaign_c,3.5,2,24,84194,11,19.56999981,1,0,0.013065064018813691,0.0,1.7790908918181818,0.0,0,0.0,0.2324393639689289,0.0,0,Paid
campaign_c,3.5,2,24,220581,31,57.37,1,1,0.014053794297786302,1.0,1.8506451612903225,57.37,100,1.743071291615827,0.26008586414967744,0.4533482031543968,0,Paid
campaign_c,3.5,2,25,75804,10,17.36999965,2,1,0.013191915993878952,0.5,1.736999965,17.36999965,100,5.7570525051795265,0.22914357619650677,1.319191599387895,0,Paid
campaign_c,3.5,2,25,368986,59,100.289999,0,0,0.01598976654940838,0.0,1.6998304915254236,0.0,0,0.0,0.2717989273305762,0.0,0,Paid
campaign_c,3.5,2,25,28194,3,3.709999919,2,0,0.010640561821664184,0.0,1.2366666396666666,0.0,0,0.0,0.1315882783216287,0.0,0,Paid
campaign_c,3.5,2,26,99961,14,23.2099998,1,0,0.014005462130230791,0.0,1.6578571285714285,0.0,0,0.0,0.232190552315403,0.0,0,Paid
campaign_c,3.5,2,26,7573,0,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,Free
campaign_c,3.5,2,27,685781,103,177.8899992,10,1,0.015019372073592007,0.1,1.7270873708737864,177.8899992,100,0.5621451484047226,0.2593976782675519,0.14581914634555346,0,Paid
campaign_c,3.5,2,27,274222,43,66.7700001,2,1,0.01568072583527215,0.5,1.5527907,66.7700001,100,1.497678595929791,0.24348885246260332,0.3646680426807477,0,Paid
campaign_c,3.5,2,27,110503,25,32.67999995,4,0,0.02262382016777825,0.0,1.3071999980000002,0.0,0,0.0,0.2957385767807209,0.0,0,Paid
campaign_c,3.5,2,28,1447755,233,420.5799983,11,8,0.016093883288263555,0.7272727272727273,1.805064370386266,52.5724997875,800,1.9021351543906742,0.290504953047995,0.5525796837172035,0,Paid
campaign_c,3.5,2,28,358987,52,87.55000067,1,0,0.014485204199594972,0.0,1.6836538590384615,0.0,0,0.0,0.24388069949608204,0.0,0,Paid
campaign_c,3.5,2,28,826205,125,232.3700008,5,1,0.015129417033302872,0.2,1.8589600064,232.3700008,100,0.43034815017309236,0.2812498118505698,0.12103533626642299,0,Paid
campaign_c,3.5,2,28,550954,84,150.1400012,3,0,0.0152462819037524,0.0,1.7873809666666667,0.0,0,0.0,0.2725091408720147,0.0,0,Paid
campaign_c,3.5,2,28,378350,55,96.48000073,4,0,0.01453680454605524,0.0,1.7541818314545454,0.0,0,0.0,0.25500198422095943,0.0,0,Paid
campaign_c,3.5,2,29,492784,56,95.5100013,7,4,0.011364005324848209,0.5714285714285714,1.7055357375,23.877500325,400,4.188043079840268,0.19381717202668916,0.8117146660605864,0,Paid
campaign_c,3.5,2,29,327158,43,72.3100003,6,2,0.013143496414576444,0.3333333333333333,1.6816279139534884,36.15500015,200,2.765869162913003,0.22102470457699339,0.6113254146314624,0,Paid
campaign_c,3.5,2,29,9921,0,0.0,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,Free
campaign_c,3.5,2,29,59390,5,9.209999919,5,3,0.008418925745074928,0.6,1.8419999837999999,3.069999973,300,32.57329018875532,0.15507661086041422,5.051355447044957,0,Paid
campaign_c,3.5,2,29,1040330,147,254.2500038,13,2,0.014130131785106649,0.15384615384615385,1.729591862585034,127.1250019,200,0.7866273235430331,0.24439360952774603,0.19224669095383196,0,Paid
campaign_c,3.5,2,30,49422,6,11.17000031,1,0,0.012140342357654486,0.0,1.8616667183333335,0.0,0,0.0,0.2260127131641779,0.0,0,Paid
campaign_c,3.5,2,30,131091,18,34.23000026,3,1,0.013730919742774102,0.3333333333333333,1.901666681111111,34.23000026,100,2.9214139421686354,0.2611163257584426,0.7628288745985613,0,Paid
campaign_c,3.5,2,30,95691,15,25.26000011,1,1,0.015675455371978557,1.0,1.6840000073333334,25.26000011,100,3.9588281696171377,0.2639746696136523,1.0450303581319036,0,Paid
campaign_c,3.5,2,31,15513,1,1.289999962,1,0,0.00644620640752917,0.0,1.289999962,0.0,0,0.0,0.08315606020756784,0.0,0,Paid
